2,2008-02-02 13:33:52,116.36422,39.88781
2,2008-02-02 13:37:16,116.37481,39.88782
2,2008-02-02 13:38:53,116.37677,39.88791
2,2008-02-02 13:42:18,116.38033,39.88795
2,2008-02-02 13:43:55,116.39392,39.89014
2,2008-02-02 13:47:20,116.41149,39.89152
2,2008-02-02 13:48:57,116.42105,39.89194
2,2008-02-02 13:52:21,116.4215,39.89823
2,2008-02-02 13:53:58,116.4215,39.89902
2,2008-02-02 13:57:23,116.42972,39.90726
2,2008-02-02 13:59:00,116.4302,39.91176
2,2008-02-02 14:02:25,116.44396,39.908
2,2008-02-02 14:04:02,116.4441,39.90807
2,2008-02-02 14:04:02,116.4441,39.90807
2,2008-02-02 14:09:03,116.45478,39.90392
2,2008-02-02 14:12:28,116.4551,39.88981
2,2008-02-02 14:14:05,116.45485,39.88333
2,2008-02-02 14:17:30,116.46018,39.88052
2,2008-02-02 14:19:07,116.4578,39.88109
